tipnames	virus.subtype	host.class	host.order	collection.region.name	tiplocation_lat	tiplocation_lon
H5N8.EPI_ISL_16718463.Gruiformes.japan.10.2021-02-05	H5N8	Gruiformes_wild	Gruiformes	eastern asia	31.5965535	130.5571158
H5N8.EPI_ISL_1184508.Galliformes.japan.16.2021-02-24	H5N8	Galliformes_domestic	Galliformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_5260457.Anseriformes.china.16.2021-01-23	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.674306	117.059933
H5N8.EPI_ISL_17086345.Anseriformes.japan.NA.2021-01-06	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.9076736	131.4202411
H5N8.EPI_ISL_16208968.Anseriformes.china.NA.2020-10-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	31.230393	121.473704
H5N8.EPI_ISL_985189.Anseriformes.south_korea.16.2020-12-11	H5N8	Anseriformes_wild	Anseriformes	eastern asia	34.8679	126.991
H5N8.EPI_ISL_708702.Galliformes.japan.10.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_1273426.Galliformes.japan.10.2020-11-12	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_708707.Galliformes.japan.10.2020-12-01	H5N8	Galliformes_domestic	Galliformes	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_17086224.environment.japan.NA.2020-11-05	H5N8	unknown	environment	eastern asia	34.3429904	134.0376604
H5N8.EPI_ISL_681281.Anseriformes.japan.10.2020-11-16	H5N8	Anseriformes_wild	Anseriformes	eastern asia	37.9161924	139.0364126
H5N8.EPI_ISL_4061715.Falconiformes.japan.10.2021-01-28	H5N8	Falconiformes_wild	Falconiformes	eastern asia	44	143
H5N8.EPI_ISL_1009695.Anseriformes.south_korea.10.2020-11-03	H5N8	Anseriformes_wild	Anseriformes	eastern asia	36.5184	126.8
H5N8.EPI_ISL_1009696.Anseriformes.south_korea.10.2020-11-10	H5N8	Anseriformes_wild	Anseriformes	eastern asia	44.4957481	11.2946868
H4N6.EPI_ISL_376198.Anseriformes.netherlands.NA.2017-08-01	H4N6	Anseriformes_wild	Anseriformes	western europe	52.132633	5.29126599999995
H4N6.EPI_ISL_209131.Anseriformes.mongolia.NA.2015-08-31	H4N6	Anseriformes_wild	Anseriformes	eastern asia	46.862496	103.846656
H4N6.EPI_ISL_242410.Anseriformes.japan.NA.2016-12-16	H4N6	Anseriformes_wild	Anseriformes	eastern asia	34.178496	131.4737269
H4N6.EPI_ISL_338328.Anseriformes.russia.NA.2018-08-26	H4N6	Anseriformes_wild	Anseriformes	eastern asia	51.8335	107.5846
H6N1.EPI_ISL_2727645.NA.china.NA.2017-01-24	H6N1	unknown	NA	eastern asia	30.9894798	112.8721355
H6N1.EPI_ISL_364571.NA.china.NA.2016-12-28	H6N1	unknown	NA	eastern asia	27.2498042	113.6176643
H2N3.EPI_ISL_502595.Anseriformes.belgium.NA.2018-10-09	H2N3	Anseriformes_wild	Anseriformes	western europe	50.503887	4.46993599999996
H5N8.EPI_ISL_8215684.Charadriiformes.china.NA.2021-05-17	H5N8	Charadriiformes_wild	Charadriiformes	eastern asia	31.2255567	121.4802765
H5N8.EPI_ISL_1665257.Anseriformes.austria.1.2021-02-04	H5N8	Anseriformes_wild	Anseriformes	western europe	48.189578	16.3999888
H5N8.EPI_ISL_1399243.Anseriformes.czech_republic.1.2021-03-04	H5N8	Anseriformes_wild	Anseriformes	eastern europe	50.31017	17.3827200000001
H5N8.EPI_ISL_1093422.Galliformes.sweden.1.2021-02-13	H5N8	Galliformes_domestic	Galliformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_5115967.Galliformes.germany.1.2021-03-05	H5N8	Galliformes_domestic	Galliformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_5116172.Anseriformes.germany.1.2021-03-02	H5N8	Anseriformes_wild	Anseriformes	western europe	51.050419	9.28457100000003
H5N8.EPI_ISL_5095649.Galliformes.germany.1.2021-01-28	H5N8	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_5098134.Anseriformes.germany.1.2020-12-16	H5N8	Anseriformes_wild	Anseriformes	western europe	52.6367036	9.8450765
H5N8.EPI_ISL_5115763.Galliformes.germany.293.2021-03-02	H5N8	Galliformes_domestic	Galliformes	western europe	51.4332367	7.66159379999999
H6N1.EPI_ISL_5095416.Galliformes.germany.NA.2021-02-01	H6N1	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492
H5N8.EPI_ISL_5095644.Galliformes.germany.1.2021-01-22	H5N8	Galliformes_domestic	Galliformes	western europe	52.408418	12.562492
H5N1.EPI_ISL_8215689.Anseriformes.china.NA.2021-05-20	H5N1	Anseriformes_wild	Anseriformes	eastern asia	31.2255567	121.4802765
H5N8.EPI_ISL_5115969.Anseriformes.germany.NA.2021-03-05	H5N8	Anseriformes_domestic	Anseriformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_5143300.Anseriformes.germany.1.2021-03-10	H5N8	Anseriformes_domestic	Anseriformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_3128522.Anseriformes.sweden.1.2021-04-06	H5N8	Anseriformes_wild	Anseriformes	northern europe	58.1599159	12.1360549
H5N1.EPI_ISL_china_20230836.Anseriformes.china.22.2021-10-16	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601
H5N1.EPI_ISL_china_20230837.Anseriformes.china.22.2021-10-16	H5N1	Anseriformes_wild	Anseriformes	eastern asia	38.852843	105.7008601
H5N8.EPI_ISL_7778770.Anseriformes.finland.1.2021-01-01	H5N8	Anseriformes_wild	Anseriformes	northern europe	61.92411	25.748151
H5N8.EPI_ISL_7778753.Strigiformes.estonia.1.2021-09-19	H5N8	Strigiformes_wild	Strigiformes	northern europe	58.595272	25.013607
H5N8.EPI_ISL_7778760.Anseriformes.estonia.1.2021-03-04	H5N8	Anseriformes_wild	Anseriformes	northern europe	58.595272	25.013607
H5N8.EPI_ISL_1307716.Anseriformes.sweden.168.2021-03-02	H5N8	Anseriformes_wild	Anseriformes	northern europe	59.3327881	18.0644881000001
H5N5.EPI_ISL_1093424.Anseriformes.sweden.36.2021-02-01	H5N5	Anseriformes_wild	Anseriformes	northern europe	57.0942447	16.5435605
H5N5.EPI_ISL_1305781.Anseriformes.sweden.36.2021-03-01	H5N5	Anseriformes_wild	Anseriformes	northern europe	59.0336349	16.7518899
H5N5.EPI_ISL_3294584.Anseriformes.sweden.36.2021-03-30	H5N5	Anseriformes_wild	Anseriformes	northern europe	59.0336349	16.7518899
H5N5.EPI_ISL_1385792.Galliformes.sweden.36.2021-03-22	H5N5	Galliformes_domestic	Galliformes	northern europe	59.3327881	18.0644881000001
H5N8.EPI_ISL_1239109.Accipitriformes.sweden.168.2021-02-24	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	55.9902572	13.5957691999999
H5N3.EPI_ISL_1206285.Charadriiformes.germany.64.2020-12-30	H5N3	Charadriiformes_wild	Charadriiformes	western europe	52.6367036	9.8450765
H5N8.EPI_ISL_1095454.Anseriformes.sweden.1.2021-02-11	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_832206.Galliformes.sweden.1.2021-01-13	H5N8	Galliformes_domestic	Galliformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_832205.Galliformes.sweden.1.2021-01-10	H5N8	Galliformes_domestic	Galliformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_826296.Anseriformes.sweden.1.2020-12-15	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_1238902.Anseriformes.sweden.1.2021-02-23	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_5134658.Galliformes.germany.1.2021-03-15	H5N8	Galliformes_domestic	Galliformes	western europe	52.6367036	9.8450765
H5N8.EPI_ISL_3314946.Anseriformes.sweden.1.2021-03-17	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_3138618.Anseriformes.sweden.1.2021-04-15	H5N8	Anseriformes_wild	Anseriformes	northern europe	61.0917012	14.6663653000001
H5N3.EPI_ISL_2234831.Falconiformes.united_kingdom.64.2021-01-25	H5N3	Falconiformes_wild	Falconiformes	northern europe	54.7877149	-6.49231450000002
H5N5.EPI_ISL_943551.Galliformes.sweden.36.2021-01-20	H5N5	Galliformes_domestic	Galliformes	northern europe	57.0942447	16.5435605
H5N8.EPI_ISL_3950066.Anseriformes.sweden.1.2021-08-26	H5N8	Anseriformes_wild	Anseriformes	northern europe	59.0336349	16.7518899
H5N8.EPI_ISL_9594290.Galliformes.egypt.NA.2021-02-10	H5N8	Galliformes_domestic	Galliformes	northern africa	26.820553	30.802498
H5N8.EPI_ISL_1719914.Anseriformes.bulgaria.1.2021-02-04	H5N8	Anseriformes_domestic	Anseriformes	eastern europe	43.4082397	24.6203049000001
H5N8.EPI_ISL_1719913.Galliformes.bulgaria.1.2021-02-01	H5N8	Galliformes_domestic	Galliformes	eastern europe	43.4082397	24.6203049000001
H5N8.EPI_ISL_718223.Anseriformes.sweden.1.2020-11-15	H5N8	Anseriformes_wild	Anseriformes	northern europe	57.649684	18.714468
H5N8.EPI_ISL_846623.Anseriformes.poland.1.2020-12-16	H5N8	Anseriformes_wild	Anseriformes	eastern europe	54.2944252	18.1531164
H5N3.EPI_ISL_2234807.Charadriiformes.ireland.64.2021-01-01	H5N3	Charadriiformes_wild	Charadriiformes	northern europe	53.41291	-8.24388999999996
H5N8.EPI_ISL_1386249.Accipitriformes.sweden.1.2021-03-16	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	57.649684	18.714468
H5N8.EPI_ISL_1114760.Galliformes.russia.1.2021-01-05	H5N8	Galliformes_domestic	Galliformes	eastern europe	45.0355	38.1576
H5N8.EPI_ISL_1114747.Galliformes.russia.1.2020-10-25	H5N8	Galliformes_domestic	Galliformes	eastern europe	47.2357	39.7015
H5N5.EPI_ISL_5061617.Galliformes.germany.36.2020-11-09	H5N5	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_1240717.Accipitriformes.sweden.1.2021-02-21	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	57.0942447	16.5435605
H5N8.EPI_ISL_7778757.Anseriformes.estonia.1.2021-03-02	H5N8	Anseriformes_wild	Anseriformes	northern europe	58.595272	25.013607
H5N8.EPI_ISL_5095550.Anseriformes.germany.NA.2020-12-21	H5N8	Anseriformes_wild	Anseriformes	western europe	52.408418	12.562492
H5N8.EPI_ISL_654836.Galliformes.russia.1.2020-08-27	H5N8	Galliformes_domestic	Galliformes	central asia	55.4312	65.3549
H5N8.EPI_ISL_4804850.Carnivora.germany.1.2021-08-15	H5N8	Carnivora_wild	Carnivora	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_2177398.Galliformes.netherlands.1.2021-04-07	H5N8	Galliformes_domestic	Galliformes	western europe	52.3910158	4.91127089999998
H5N8.EPI_ISL_7623043.Charadriiformes.belgium.1.2021-01-11	H5N8	Charadriiformes_wild	Charadriiformes	western europe	51.02337	3.62184999999999
H5N8.EPI_ISL_18112121.Galliformes.united_kingdom.NA.2021-01-26	H5N8	Galliformes_wild	Galliformes	northern europe	52.0190289	-0.770427400000017
H5N8.EPI_ISL_5098138.Anseriformes.germany.1.2021-01-11	H5N8	Anseriformes_wild	Anseriformes	western europe	52.6367036	9.8450765
H5N5.EPI_ISL_614399.Accipitriformes.germany.36.2020-10-29	H5N5	Accipitriformes_wild	Accipitriformes	western europe	53.6126505	12.4295953
H5N3.EPI_ISL_1205487.Charadriiformes.germany.64.2020-12-14	H5N3	Charadriiformes_wild	Charadriiformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_3128152.Anseriformes.sweden.1.2021-03-25	H5N8	Anseriformes_wild	Anseriformes	northern europe	61.0917012	14.6663653000001
H5N8.EPI_ISL_644129.Anseriformes.russia.1.2020-08-17	H5N8	Anseriformes_wild	Anseriformes	central asia	54.9885	73.3242
H5N5.EPI_ISL_722176.Anseriformes.sweden.36.2020-11-25	H5N5	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_3138567.Anseriformes.sweden.1.2021-03-25	H5N8	Anseriformes_wild	Anseriformes	northern europe	58.1599159	12.1360549
H5N8.EPI_ISL_813979.Falconiformes.ireland.1.2020-11-01	H5N8	Falconiformes_wild	Falconiformes	northern europe	53.41291	-8.24388999999996
H5N8.EPI_ISL_11388317.Falconiformes.united_kingdom.1.2021-03-30	H5N8	Falconiformes_wild	Falconiformes	northern europe	52.0190289	-0.770427400000017
H5N8.EPI_ISL_11402745.Anseriformes.united_kingdom.1.2020-11-12	H5N8	Anseriformes_wild	Anseriformes	northern europe	54.7877149	-6.49231450000002
H5N8.EPI_ISL_1307720.Accipitriformes.sweden.1.2021-03-02	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	57.7817978	14.1585104000001
H5N8.EPI_ISL_2175628.Anseriformes.netherlands.1.2021-01-04	H5N8	Anseriformes_wild	Anseriformes	western europe	52.045155	5.87182340000004
H5N8.EPI_ISL_5123847.Galliformes.germany.NA.2021-03-11	H5N8	Galliformes_domestic	Galliformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_5058262.Anseriformes.germany.NA.2020-11-02	H5N8	Anseriformes_wild	Anseriformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_7778769.Galliformes.finland.1.2021-01-01	H5N8	Galliformes_wild	Galliformes	northern europe	61.92411	25.748151
H5N8.EPI_ISL_1095365.Anseriformes.sweden.1.2021-02-07	H5N8	Anseriformes_wild	Anseriformes	northern europe	56.143109	15.3666703
H5N8.EPI_ISL_3102057.Galliformes.bulgaria.1.2021-04-26	H5N8	Galliformes_domestic	Galliformes	eastern europe	42.1438409	24.7495615
H5N8.EPI_ISL_1239110.Accipitriformes.sweden.1.2021-02-22	H5N8	Accipitriformes_wild	Accipitriformes	northern europe	56.143109	15.3666703
H5N8.EPI_ISL_984680.Charadriiformes.denmark.1.2020-11-04	H5N8	Charadriiformes_wild	Charadriiformes	northern europe	55.7051253	9.53321879999999
H5N8.EPI_ISL_5058432.Anseriformes.germany.1.2020-11-02	H5N8	Anseriformes_wild	Anseriformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_5062851.Charadriiformes.germany.1.2020-11-02	H5N8	Charadriiformes_wild	Charadriiformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_826283.Galliformes.sweden.1.2020-12-21	H5N8	Galliformes_domestic	Galliformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_7622862.Anseriformes.belgium.1.2020-12-26	H5N8	Anseriformes_wild	Anseriformes	western europe	51.30054	3.15300000000002
H5N8.EPI_ISL_7778779.Anseriformes.norway.1.2021-07-01	H5N8	Anseriformes_wild	Anseriformes	northern europe	60.472024	8.46894599999996
H5N8.EPI_ISL_10053635.Carnivora.denmark.NA.2021-09-15	H5N8	Carnivora_wild	Carnivora	northern europe	56.26392	9.50178500000004
H5N8.EPI_ISL_3298195.Anseriformes.sweden.NA.2021-03-23	H5N8	Anseriformes_wild	Anseriformes	northern europe	60.128161	18.643501
H5N8.EPI_ISL_3102082.Anseriformes.romania.1.2021-04-08	H5N8	Anseriformes_wild	Anseriformes	eastern europe	45.179932	28.806339
H5N8.EPI_ISL_5115621.Galliformes.germany.1.2021-03-04	H5N8	Galliformes_domestic	Galliformes	western europe	53.6126505	12.4295953
H5N8.EPI_ISL_3315298.Anseriformes.sweden.1.2021-03-10	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.9902572	13.5957691999999
H5N8.EPI_ISL_984691.Anseriformes.denmark.1.2020-11-06	H5N8	Anseriformes_wild	Anseriformes	northern europe	55.7051253	9.53321879999999
H5N8.EPI_ISL_7778762.Galliformes.estonia.1.2021-02-18	H5N8	Galliformes_domestic	Galliformes	northern europe	58.595272	25.013607
H5N8.EPI_ISL_1719912.Anseriformes.lithuania.1.2021-03-19	H5N8	Anseriformes_wild	Anseriformes	northern europe	54.7732578	25.5867112999999
H5N8.EPI_ISL_5143554.Galliformes.germany.1.2021-03-09	H5N8	Galliformes_domestic	Galliformes	western europe	52.6367036	9.8450765
H5N8.EPI_ISL_5102449.Accipitriformes.germany.1.2020-10-29	H5N8	Accipitriformes_wild	Accipitriformes	western europe	54.2193672	9.69611669999995
H5N8.EPI_ISL_2234812.Anseriformes.france.1.2021-01-27	H5N8	Anseriformes_wild	Anseriformes	western europe	46.2021771	5.22212669999999
