tipnames	virus.subtype	collection.date	collection.datedecimal	collection.datemonth	collection.region.name	collection.country.name	collection.country.code	collection.country.lat	collection.country.long	collection.subdiv1.name	collection.subdiv1.code	collection.subdiv1.lat	collection.subdiv1.long	collection.original	collection.tipdate	cluster.number	host.order	tiplocation_lon	tiplocation_lat
H5N1.2344b.EPI_ISL_13369783.anseriformes.united_kingdom.3.2021-11-27	H5N1	2021-11-27	2021.9	2021-11-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / England / NA / NA	2021-11-27	profile001	anseriformes	-2.78687513666638	54.0438440515314
H5N1.NA.EPI_ISL_9648238.anseriformes.sweden.NA.2021-12-16	H5N1	2021-12-16	2021.96	2021-12-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	NA	NA	NA	NA	NA	2021-12-16	profile001	anseriformes	16.2835241791686	62.374013544985
H5N1.2344b.EPI_ISL_13370505.falconiformes.united_kingdom.3.2021-12-01	H5N1	2021-12-01	2021.92	2021-12-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / England / NA / NA	2021-12-01	profile001	falconiformes	-2.78687513666638	54.0438440515314
H5N1.2344b.EPI_ISL_13370893.charadriiformes.united_kingdom.3.2021-12-24	H5N1	2021-12-24	2021.98	2021-12-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / England / NA / NA	2021-12-24	profile001	charadriiformes	-2.78687513666638	54.0438440515314
H5N1.2344b.EPI_ISL_12749687.galliformes.israel.2.2021-10-12	H5N1	2021-10-12	2021.78	2021-10-01	western asia	israel	isr	31.4459854424407	35.0090837317994	hazafon	il.hz	32.8188711917581	35.3874708538776	Asia / Israel / Northern District / Nahalal / NA	2021-10-12	profile001	galliformes	35.3874708538776	32.8188711917581
H5N1.2344b.EPI_ISL_13369777.galliformes.united_kingdom.3.2021-11-25	H5N1	2021-11-25	2021.9	2021-11-01	northern europe	united kingdom	gbr	54.0438440515314	-2.78687513666638	NA	NA	NA	NA	Europe / United Kingdom / England / NA / NA	2021-11-25	profile001	galliformes	-2.78687513666638	54.0438440515314
H5N1.NA.EPI_ISL_8769021.galliformes.russia.NA.2021-10-12	H5N1	2021-10-12	2021.78	2021-10-01	central asia	russia	rus	66.0376616061812	95.7970903417469	tyumen'	ru.ty	57.6472366156513	69.1218349161945	NA	2021-10-12	profile001	galliformes	69.1218349161945	57.6472366156513
H5N8.2344b.EPI_ISL_13295078.anseriformes.cambodia.81.2021-10-15	H5N8	2021-10-15	2021.79	2021-10-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	kândal	kh.kn	11.423085577617	105.017943157818	Asia / Cambodia / Khett Kandal / NA / NA	2021-10-15	profile001	anseriformes	105.017943157818	11.423085577617
H5N8.2344b.EPI_ISL_17760583.anseriformes.cambodia.81.2021-10-15	H5N8	2021-10-15	2021.79	2021-10-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	NA	NA	NA	NA	Asia / Cambodia / NA / NA / NA	2021-10-15	profile001	anseriformes	104.914484966688	12.7097809911859
H5N8.2344b.EPI_ISL_13295170.anseriformes.cambodia.81.2021-11-16	H5N8	2021-11-16	2021.87	2021-11-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	takêv	kh.ta	10.94029429079	104.816210680991	Asia / Cambodia / Takeo / NA / NA	2021-11-16	profile001	anseriformes	104.816210680991	10.94029429079
H5N8.2344b.EPI_ISL_17760584.anseriformes.cambodia.81.2021-11-16	H5N8	2021-11-16	2021.87	2021-11-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	NA	NA	NA	NA	Asia / Cambodia / NA / NA / NA	2021-11-16	profile001	anseriformes	104.914484966688	12.7097809911859
H5N8.2344b.EPI_ISL_13295139.anseriformes.cambodia.81.2021-09-16	H5N8	2021-09-16	2021.71	2021-09-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	phnom penh	kh.pp	11.5628991220328	104.865149801284	Asia / Cambodia / Phnom Penh / NA / NA	2021-09-16	profile001	anseriformes	104.865149801284	11.5628991220328
H5N8.2344b.EPI_ISL_17760581.anseriformes.cambodia.81.2021-09-16	H5N8	2021-09-16	2021.71	2021-09-01	south-eastern asia	cambodia	khm	12.7097809911859	104.914484966688	NA	NA	NA	NA	Asia / Cambodia / NA / NA / NA	2021-09-16	profile001	anseriformes	104.914484966688	12.7097809911859
H5N8.2344b.EPI_ISL_16718466.anseriformes.japan.10.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-18	profile002	anseriformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_16405673.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2020-12-07	profile002	environment	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805824.environment.japan.10.2020-12-07	H5N8	2020-12-07	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-07	profile002	environment	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_17805901.na.japan.10.2020-12-18	H5N8	2020-12-18	2020.96	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2020-12-18	profile002	na	137.574137168765	37.3996665395305
H5N8.2344b.EPI_ISL_16718462.gruiformes.japan.10.2021-02-05	H5N8	2021-02-05	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagoshima	jp.ks	30.9949222722596	130.419711465505	Asia / Japan / NA / NA / NA	2021-02-05	profile002	gruiformes	130.419711465505	30.9949222722596
H5N8.2344b.EPI_ISL_17805886.na.japan.10.2021-02-05	H5N8	2021-02-05	2021.1	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	NA	NA	NA	NA	Asia / Japan / NA / NA / NA	2021-02-05	profile002	na	137.574137168765	37.3996665395305
H5N1.2344b.EPI_ISL_17075759.na.china.19.2023-02-10	H5N1	2023-02-10	2023.11	2023-02-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangsu	cn.js	32.9645721858222	119.470797338049	Asia / China / Jiangsu Provice / NA / NA	2023-02-10	profile001	na	119.470797338049	32.9645721858222
H5N1.2344b.EPI_ISL_17606814.anseriformes.south_korea.22.2021-11-05	H5N1	2021-11-05	2021.84	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2021-11-05	profile001	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606824.anseriformes.south_korea.22.2021-11-22	H5N1	2021-11-22	2021.89	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-11-22	profile001	anseriformes	126.897223705092	34.8733358026855
H5N1.NA.EPI_ISL_18373222.anseriformes.south_korea.NA.2021-12-06	H5N1	2021-12-06	2021.93	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-12-06	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_17606833.galliformes.south_korea.22.2021-12-17	H5N1	2021-12-17	2021.96	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	gyeonggi-do	kr.kg	37.5315346337798	127.181023197189	Asia / Korea / GG / NA / NA	2021-12-17	profile001	galliformes	127.181023197189	37.5315346337798
H5N1.2344b.EPI_ISL_17606820.anseriformes.south_korea.22.2021-11-11	H5N1	2021-11-11	2021.86	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-11-11	profile001	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606865.anseriformes.south_korea.22.2021-11-14	H5N1	2021-11-14	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-11-14	profile001	anseriformes	127.830446360213	36.737850075983
H5N1.NA.EPI_ISL_8406341.anseriformes.south_korea.NA.2021-11-15	H5N1	2021-11-15	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-11-15	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_17606823.galliformes.south_korea.22.2021-11-21	H5N1	2021-11-21	2021.89	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	chungcheongbuk-do	kr.gb	36.737850075983	127.830446360213	Asia / Korea / CB / NA / NA	2021-11-21	profile001	galliformes	127.830446360213	36.737850075983
H5N1.2344b.EPI_ISL_china_20230847.anseriformes.china.22.2021-12-02	H5N1	2021-12-02	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan / NA / NA	2021-12-02	profile001	anseriformes	113.614527263456	33.8761853651454
H5N1.2344b.EPI_ISL_17606821.anseriformes.south_korea.22.2021-11-16	H5N1	2021-11-16	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-11-16	profile001	anseriformes	126.897223705092	34.8733358026855
H5N1.NA.EPI_ISL_18373223.anseriformes.south_korea.NA.2021-12-07	H5N1	2021-12-07	2021.93	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-12-07	profile001	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_17606826.galliformes.south_korea.22.2021-12-05	H5N1	2021-12-05	2021.93	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-05	profile001	galliformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606844.anseriformes.south_korea.22.2022-01-25	H5N1	2022-01-25	2022.07	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-01-25	profile001	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606828.anseriformes.south_korea.22.2021-12-13	H5N1	2021-12-13	2021.95	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-13	profile001	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_17606850.galliformes.south_korea.22.2022-02-04	H5N1	2022-02-04	2022.09	2022-02-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2022-02-04	profile001	galliformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606834.galliformes.south_korea.22.2021-12-20	H5N1	2021-12-20	2021.97	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-20	profile001	galliformes	126.897223705092	34.8733358026855
H5N2.2344b.EPI_ISL_china_13.anseriformes.china.101.2022-01-26	H5N2	2022-01-26	2022.07	2022-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2022-01-26	profile001	anseriformes	111.713471439142	27.5978523947888
H5N1.2344b.EPI_ISL_china_20230811.anseriformes.china.19.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-18	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_china_2023089.anseriformes.china.22.2021-11-18	H5N1	2021-11-18	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-18	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.NA.EPI_ISL_18245816.anseriformes.poland.NA.2022-04-07	H5N1	2022-04-07	2022.26	2022-04-01	eastern europe	poland	pol	52.1141994014432	19.4236724631525	NA	NA	NA	NA	NA	2022-04-07	profile001	anseriformes	19.4236724631525	52.1141994014432
H5N1.2344b.EPI_ISL_china_20230831.anseriformes.china.2.2021-10-20	H5N1	2021-10-20	2021.8	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	ningxia hui	cn.nx	37.2602231520297	106.161545856493	Asia / China / Ningxia / NA / NA	2021-10-20	profile001	anseriformes	106.161545856493	37.2602231520297
H5N1.2344b.EPI_ISL_china_20230838.anseriformes.china.22.2021-10-16	H5N1	2021-10-16	2021.79	2021-10-01	eastern asia	china	chn	36.6848135465548	103.513718494908	nei mongol	cn.nm	44.083329648604	113.188484632426	Asia / China / Inner_Mongolia / _Mongolia / _Mongolia	2021-10-16	profile001	anseriformes	113.188484632426	44.083329648604
H5N1.NA.EPI_ISL_16618981.galliformes.russia.NA.2022-08-25	H5N1	2022-08-25	2022.65	2022-08-01	eastern asia	russia	rus	66.0376616061812	95.7970903417469	khabarovsk	ru.kh	54.4129771319042	137.011943577804	NA	2022-08-25	profile001	galliformes	137.011943577804	54.4129771319042
H5N1.NA.EPI_ISL_18241795.anseriformes.vietnam.NA.2023-06-05	H5N1	2023-06-05	2023.42	2023-06-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	NA	NA	NA	NA	NA	2023-06-05	profile001	anseriformes	106.354375350692	16.5422416723933
H5N1.NA.EPI_ISL_18241796.galliformes.vietnam.NA.2023-09-05	H5N1	2023-09-05	2023.68	2023-09-01	south-eastern asia	vietnam	vnm	16.5422416723933	106.354375350692	NA	NA	NA	NA	NA	2023-09-05	profile001	galliformes	106.354375350692	16.5422416723933
H5N6.NA.EPI_ISL_5159426.na.china.NA.2021-09-11	H5N6	2021-09-11	2021.69	2021-09-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	NA	2021-09-11	profile001	na	111.713471439142	27.5978523947888
H5N8.NA.EPI_ISL_6829532.galliformes.japan.NA.2021-11-09	H5N8	2021-11-09	2021.85	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	akita	jp.ak	39.7462736711545	140.408009328053	NA	2021-11-09	profile001	galliformes	140.408009328053	39.7462736711545
H5N8.NA.EPI_ISL_15063428.environment.japan.NA.2021-11-10	H5N8	2021-11-10	2021.86	2021-11-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	akita	jp.ak	39.7462736711545	140.408009328053	NA	2021-11-10	profile001	environment	140.408009328053	39.7462736711545
H5N8.2344b.EPI_ISL_1114758.galliformes.russia.1.2021-01-29	H5N8	2021-01-29	2021.08	2021-01-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	rostov	ru.ro	47.725861660493	41.3470662241277	Europe / Russia / Rostov Oblast / Rostov-on-Don / NA	2021-01-29	profile001	galliformes	41.3470662241277	47.725861660493
H5N8.2344b.EPI_ISL_5102033.anseriformes.germany.1.2021-03-01	H5N8	2021-03-01	2021.16	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	nordrhein-westfalen	de.nw	51.4777551092159	7.5539349720828	Europe / Germany / North Rhine-Westphalia / GÃ¼tersloh / NA	2021-03-01	profile001	anseriformes	7.5539349720828	51.4777551092159
H5N8.2344b.EPI_ISL_5115613.galliformes.germany.1.2021-03-01	H5N8	2021-03-01	2021.16	2021-03-01	western europe	germany	deu	51.0533277435649	10.373650933319	mecklenburg-vorpommern	de.mv	53.7551744161606	12.5509509363277	Europe / Germany / Mecklenburg-Vorpommern / Mecklenburgische Seenplatte / NA	2021-03-01	profile001	galliformes	12.5509509363277	53.7551744161606
H5N8.2344b.EPI_ISL_1038924.na.russia.1.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	astrakhan'	ru.as	47.1064465901659	47.3587677312838	Europe / Russia / Astrakhan Oblast / NA / NA	2020-12-12	profile001	na	47.3587677312838	47.1064465901659
H5N8.2344b.EPI_ISL_1039239.galliformes.russia.1.2020-12-12	H5N8	2020-12-12	2020.95	2020-12-01	eastern europe	russia	rus	66.0376616061812	95.7970903417469	astrakhan'	ru.as	47.1064465901659	47.3587677312838	Europe / Russia / Astrakhan Oblast / NA / NA	2020-12-12	profile001	galliformes	47.3587677312838	47.1064465901659
H5N1.NA.EPI_ISL_18373217.anseriformes.south_korea.NA.2021-11-15	H5N1	2021-11-15	2021.87	2021-11-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2021-11-15	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.NA.EPI_ISL_18373232.anseriformes.south_korea.NA.2022-01-25	H5N1	2022-01-25	2022.07	2022-01-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	NA	NA	NA	NA	NA	2022-01-25	profileNA	anseriformes	127.784630688405	36.341057964317
H5N1.2344b.EPI_ISL_16698546.accipitriformes.japan.2.2022-10-21	H5N1	2022-10-21	2022.8	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	niigata	jp.ni	37.5201743528051	138.914818034069	Asia / Japan / Hokkaido / Seirou / NA	2022-10-21	profile001	accipitriformes	138.914818034069	37.5201743528051
H5N8.NA.EPI_ISL_17086220.accipitriformes.japan.NA.2020-12-08	H5N8	2020-12-08	2020.93	2020-12-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	kagawa	jp.kg	34.217379070784	133.968927545016	NA	2020-12-08	profile001	accipitriformes	133.968927545016	34.217379070784
H5N8.2344b.EPI_ISL_977582.anseriformes.china.1.2020-12-29	H5N8	2020-12-29	2020.99	2020-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	beijing	cn.bj	40.1838367941588	116.40878248942	Asia / China / Shandong Province / NA / NA	2020-12-29	profile001	anseriformes	116.40878248942	40.1838367941588
H5N8.2344b.EPI_ISL_5260419.anseriformes.china.1.2021-03-02	H5N8	2021-03-02	2021.16	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangdong	cn.gd	23.33624359406	113.398153372919	Asia / China / Guangdong / NA / NA	2021-03-02	profile001	anseriformes	113.398153372919	23.33624359406
H5N8.2344b.EPI_ISL_5260446.anseriformes.china.1.2021-05-11	H5N8	2021-05-11	2021.36	2021-05-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guangxi	cn.gx	23.82591453975	108.782865094166	Asia / China / Guangxi / NA / NA	2021-05-11	profile001	anseriformes	108.782865094166	23.82591453975
H5N8.2344b.EPI_ISL_5260445.anseriformes.china.1.2021-04-27	H5N8	2021-04-27	2021.32	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hebei	cn.hb	39.5182972347816	116.100714730353	Asia / China / Hebei / NA / NA	2021-04-27	profile001	anseriformes	116.100714730353	39.5182972347816
H5N8.2344b.EPI_ISL_5260447.anseriformes.china.1.2021-04-22	H5N8	2021-04-22	2021.3	2021-04-01	eastern asia	china	chn	36.6848135465548	103.513718494908	henan	cn.he	33.8761853651454	113.614527263456	Asia / China / Henan / NA / NA	2021-04-22	profile001	anseriformes	113.614527263456	33.8761853651454
H5N8.2344b.EPI_ISL_5260444.anseriformes.china.1.2021-03-09	H5N8	2021-03-09	2021.18	2021-03-01	eastern asia	china	chn	36.6848135465548	103.513718494908	jiangxi	cn.jx	27.6016362656629	115.709570895796	Asia / China / Jiangxi / NA / NA	2021-03-09	profile001	anseriformes	115.709570895796	27.6016362656629
H5N8.2344b.EPI_ISL_7381115.anseriformes.china.1.2021-06	H5N8	NA	NA	2021-06-01	eastern asia	china	chn	36.6848135465548	103.513718494908	liaoning	cn.ln	41.2987124958383	122.600275282862	Asia / China / Liaoning Province / NA / NA	2021-06	profile001	anseriformes	122.600275282862	41.2987124958383
H5N8.2344b.EPI_ISL_7379464.anseriformes.china.1.2021-01	H5N8	NA	NA	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-01	profile001	anseriformes	102.711402322843	30.6066264180489
H5N8.2344b.EPI_ISL_5260453.anseriformes.china.1.2021-01-14	H5N8	2021-01-14	2021.04	2021-01-01	eastern asia	china	chn	36.6848135465548	103.513718494908	shandong	cn.sd	36.3536638777003	118.136153809721	Asia / China / Shandong / NA / NA	2021-01-14	profile001	anseriformes	118.136153809721	36.3536638777003
H5N8.2344b.EPI_ISL_5098134.anseriformes.germany.1.2020-12-16	H5N8	2020-12-16	2020.96	2020-12-01	western europe	germany	deu	51.0533277435649	10.373650933319	niedersachsen	de.ni	52.7642105761026	9.16783937293005	Europe / Germany / Lower Saxony / LÃ¼neburg / NA	2020-12-16	profile001	anseriformes	9.16783937293005	52.7642105761026
H5N8.2344b.EPI_ISL_615068.anseriformes.kazakhstan.1.2020-09-20	H5N8	2020-09-20	2020.72	2020-09-01	central asia	kazakhstan	kaz	48.3645677524915	67.2060737287064	aqmola	kz.am	51.7623557428944	69.9739209295215	Asia / Kazakhstan / Akmola / NA / NA	2020-09-20	profile001	anseriformes	69.9739209295215	51.7623557428944
H5N8.2344b.EPI_ISL_668457.anseriformes.sweden.1.2020-11-12	H5N8	2020-11-12	2020.86	2020-11-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	skåne	se.sn	55.9474024317265	13.595146733816	Europe / Sweden / Skane Lan / Lunds Kommun / NA	2020-11-12	profile001	anseriformes	13.595146733816	55.9474024317265
H5N8.2344b.EPI_ISL_3128522.anseriformes.sweden.1.2021-04-06	H5N8	2021-04-06	2021.26	2021-04-01	northern europe	sweden	swe	62.374013544985	16.2835241791686	västra götaland	se.vg	58.2955067014075	12.8595382920252	Europe / Sweden / Vastra Gotalands Lan / Hjo Kommun / NA	2021-04-06	profile001	anseriformes	12.8595382920252	58.2955067014075
H5N8.2344b.EPI_ISL_5863447.anseriformes.united_states.1.2020-10-02	H5N8	2020-10-02	2020.75	2020-10-01	northern america	united states	usa	44.75294654392	-103.651025114044	georgia	us.ga	32.6403385373358	-83.4405725551842	Asia / Georgia / NA / NA / NA	2020-10-02	profile001	anseriformes	-83.4405725551842	32.6403385373358
H5N1.2344b.EPI_ISL_12572664.anseriformes.china.2.2021-11-25	H5N1	2021-11-25	2021.9	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hebei	cn.hb	39.5182972347816	116.100714730353	Asia / China / Hebei / NA / NA	2021-11-25	profile001	anseriformes	116.100714730353	39.5182972347816
H5N1.2344b.EPI_ISL_china_20230820.anseriformes.china.2.2021-11-16	H5N1	2021-11-16	2021.87	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-16	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_15576616.anseriformes.japan.2.2022-10-04	H5N1	2022-10-04	2022.76	2022-10-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	Asia / Japan / Miyagi / Kurihara city / NA	2022-10-04	profile001	anseriformes	140.92583944453	38.446036231103
H5N8.2344b.EPI_ISL_4061712.anseriformes.japan.10.2021-02-17	H5N8	2021-02-17	2021.13	2021-02-01	eastern asia	japan	jpn	37.3996665395305	137.574137168765	miyagi	jp.mg	38.446036231103	140.92583944453	Asia / Japan / Miyagi / NA / NA	2021-02-17	profile002	anseriformes	140.92583944453	38.446036231103
H5N8.2344b.EPI_ISL_985186.anseriformes.south_korea.10.2020-12-09	H5N8	2020-12-09	2020.94	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2020-12-09	profile002	anseriformes	126.897223705092	34.8733358026855
H5N1.2344b.EPI_ISL_13243350.anseriformes.bangladesh.19.2022-03-09	H5N1	2022-03-09	2022.18	2022-03-01	southern asia	bangladesh	bgd	23.8299093538119	90.2865403636969	NA	NA	NA	NA	Asia / Bangladesh / NA / NA / NA	2022-03-09	profile001	anseriformes	90.2865403636969	23.8299093538119
H5N1.2344b.EPI_ISL_china_2023087.anseriformes.china.19.2021-11-20	H5N1	2021-11-20	2021.88	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hubei	cn.hu	30.9806813015582	112.277189482252	Asia / China / Hubei / NA / NA	2021-11-20	profile001	anseriformes	112.277189482252	30.9806813015582
H5N1.2344b.EPI_ISL_17606836.anseriformes.south_korea.22.2021-12-27	H5N1	2021-12-27	2021.99	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2021-12-27	profile001	anseriformes	127.140659781938	35.7159281817874
H5N1.2344b.EPI_ISL_17606831.anseriformes.south_korea.22.2021-12-15	H5N1	2021-12-15	2021.95	2021-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollanam-do	kr.cn	34.8733358026855	126.897223705092	Asia / Korea / JN / NA / NA	2021-12-15	profile001	anseriformes	126.897223705092	34.8733358026855
H5N6.2344b.EPI_ISL_6760681.anseriformes.china.61.2021-07	H5N6	NA	NA	2021-07-01	eastern asia	china	chn	36.6848135465548	103.513718494908	sichuan	cn.sc	30.6066264180489	102.711402322843	Asia / China / Sichuan Province / NA / NA	2021-07	profile001	anseriformes	102.711402322843	30.6066264180489
H5N6.2344b.EPI_ISL_11208198.anseriformes.china.61.2021-11-02	H5N6	2021-11-02	2021.84	2021-11-01	eastern asia	china	chn	36.6848135465548	103.513718494908	yunnan	cn.yn	24.9645779206387	101.495556215566	Asia / China / Yunnan / NA / NA	2021-11-02	profile001	anseriformes	101.495556215566	24.9645779206387
H5N6.2344b.EPI_ISL_11208195.anseriformes.china.73.2021-12-02	H5N6	2021-12-02	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	guizhou	cn.gz	26.8128279303549	106.867407716617	Asia / China / Guizhou / NA / NA	2021-12-02	profile001	anseriformes	106.867407716617	26.8128279303549
H5N6.2344b.EPI_ISL_11208197.anseriformes.china.73.2021-12-01	H5N6	2021-12-01	2021.92	2021-12-01	eastern asia	china	chn	36.6848135465548	103.513718494908	hunan	cn.hn	27.5978523947888	111.713471439142	Asia / China / Hunan / NA / NA	2021-12-01	profile001	anseriformes	111.713471439142	27.5978523947888
H5N8.2344b.EPI_ISL_985208.anseriformes.south_korea.79.2020-12-27	H5N8	2020-12-27	2020.99	2020-12-01	eastern asia	south korea	kor	36.341057964317	127.784630688405	jeollabuk-do	kr.cb	35.7159281817874	127.140659781938	Asia / Korea / JB / NA / NA	2020-12-27	profile002	anseriformes	127.140659781938	35.7159281817874
